,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
45648,201701070022,2017,1,7,,0,,217,United States,1,North America,Texas,Fort Worth,32.713541,-97.355277,1,0,,"01/07/2017: Assailants set fire to St. Stephen Presbyterian Church on MacPherson Avenue in Fort Worth, Texas, United States. There were no reported casualties in the attack. No group claimed responsibility; however, officials arrested Jonathan Jimenez in connection with the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,St. Stephen Presbyterian Church,Church,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,1,-99,1,0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A church was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Police Arrest Man, 21, Suspected in Vandalism of FW Church,"" NBC Dallas-Fort Worth, January 10, 2017.","""Man arrested for vandalism at historic Fort Worth church,"" KDFW FOX 4 News, January 11, 2017.",,START Primary Collection,-9,-9,0,-9,
45822,201701140040,2017,1,14,,0,,217,United States,1,North America,Washington,Bellevue,47.602104,-122.156296,1,0,,"01/14/2017: An assailant set fire to Bellevue mosque in Bellevue, Washington, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, authorities arrested Isaac Wayne Wilson in connection with the attack.",0,1,1,1,2.0,Other Crime Type,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Islamic Center of Eastside,Mosque,217.0,United States,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been Islamophobic.",1,,,1,1,1,0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A mosque was damaged in this attack.,0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. Sources suspected that the assailant may have had a personal motive for attacking the mosque. The assailant previously attended the mosque to pray but was removed after using profanities.,"""Bellevue mosque damaged in suspected arson; man arrested,"" Seattle Times, January 14, 2017.","""Muslim group sees 'hate crime' in arson committed by a homeless man,"" SperoNews, January 15, 2017.","""Bellevue Mosque Fire Was Arson: Police,"" Bellevue Patch, January 14, 2017.",START Primary Collection,-9,-9,0,-9,
46014,201701200055,2017,1,20,,0,,217,United States,1,North America,Missouri,Kansas City,39.176086,-94.574127,1,0,,"01/20/2017: Assailants threatened a gay civilian with a gun and punched him outside his home in Kansas City, Missouri, United States. The civilian, identified as Gyo, was injured in the assault. The assailants also spray-painted homophobic slurs on the victim's vehicle during the incident.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,68.0,Named Civilian,Not Applicable,LGBTQ Civilian: Gyo,217.0,United States,,,,,,,,,,,,,,,,,Anti-LGBT extremists,,,,,,Anti-LGBT extremists claimed responsibility for the incident and spray-painted homophobic slurs on the victim's vehicle.,0,,,0,2,0,1,5.0,Note left at scene,,,,,,,,5,Firearms,5.0,Unknown Gun Type,9.0,Melee,22.0,"Hands, Feet, Fists",,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Kansas City man traumatized after vandals write gay slur on his car, hold gun to his head,"" Fox 4 Kansas City, January 23, 2017.","""Gay couple targeted with hate crime at south Kansas City home,"" KSHB 41 Kansas City, January 22, 2017.",,START Primary Collection,-9,-9,0,-9,
46205,201701280038,2017,1,28,,0,,217,United States,1,North America,Texas,Victoria,28.819306,-97.003321,1,0,,"01/28/2017: An assailant set fire to the Islamic Center of Victoria in Victoria, Texas, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to an anti-Muslim extremist, identified as Marq Vincent Perez, who targeted the mosque because he thought ""its worshipers were terrorists.""",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Islamic Center of Victoria,Mosque,217.0,United States,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,"The specific motive is unknown; however, sources noted that Marq Vincent Perez targeted the mosque because he thought ""its worshipers were terrorists.""",0,,,1,1,1,0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,A mosque was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Burned Texas mosque gets $1m from donors,"" BBC, January 30, 2017.","""Man charged with hate crime in Texas mosque fire,"" Dallas Morning News, June 22, 2017.","""INVESTIGATOR: SUSPECT IN TEXAS MOSQUE FIRE FEARED MUSLIMS,"" ABC 13 KTRK-TV (Houston), March 11, 2017.",START Primary Collection,-9,-9,0,-9,
46331,201701310059,2017,1,31,,0,,217,United States,1,North America,Colorado,Denver,39.758968,-104.876305,1,0,The incident occurred at Wynkoop Plaza near Denver Union Station.,"01/31/2017: An assailant shot and killed Scott Von Lanken, a transit security guard, near Union Station in Denver, Colorado, United States. Joshua Cummings, a Muslim extremist, claimed responsibility for the incident and stated that he carried out the attack ""for the pleasure of Allah."" Cummings pledged allegiance to the Islamic State of Iraq and the Levant (ISIL) after his arrest, but he claimed that the attack was not in the name of ISIL.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Regional Transportation District,Security Guard: Scott Von Lanken,217.0,United States,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,"An unaffiliated individual, identified as Joshua Andrew Cummings, claimed responsibility for the incident and stated ""On the night in question, what I did do, I didn't do that for the Islamic State. I did that purely and solely for the pleasure of Allah."" Sources also noted that Cummings had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",0,,,1,1,1,1,8.0,Personal claim,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,A handgun was used in the attack.,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""Man Accused Of Killing RTD Guard: Actions Were 'For Pleasure Of Allah',"" CBS Local Denver, February 27, 2017.","""Denver Mosque Warned Feds About Murder Suspect's Alleged Radicalization,"" ABC News, February 2, 2017.","""Fountain Hills Church members remember former pastor who was gunned down in Denver,"" FOX 10 Phoenix, February 3, 2017.",START Primary Collection,-9,-9,0,-9,
46494,201702060025,2017,2,6,,0,,217,United States,1,North America,,Manchester,42.993611,-71.486401,1,0,The incident occurred in the Notre Dame neighborhood.,"02/06/2017: Assailants robbed and set fire to the Rodriguez Market and Restaurant in Notre Dame neighborhood, Manchester, New Hampshire, United States. There were no reported casualties in the attack. In a note left at the scene, the assailants spray-painted ""KKK"" (Ku Klux Klan) on the targeted business.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,7.0,Retail/Grocery/Bakery,Rodriguez Market and Restaurant,Store,217.0,United States,,,,,,,,,,,,,,,,,Ku Klux Klan,,,,,,"In a note left at the scene, assailants spray-painted ""KKK"" on the targeted business.",1,,,0,-99,0,1,5.0,Note left at scene,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),500000.0,A restaurant was damaged and unspecified property was stolen in this attack.,0,,,,,,,,,,,,,,,,,"""Racist graffiti, arson hits New Hampshire store,"" The Boston Globe, February 8, 2017.","""Police Store burglarized, spray painted with 'KKK' before fire,"" Union Leader, February 7, 2017.","""Fundraising efforts begin to rebuild NH store destroyed by arson, racist graffiti,"" NH1 (New Hampshire), February 10, 2017.",START Primary Collection,0,0,0,0,
46619,201702100037,2017,2,9,,0,,217,United States,1,North America,Mississippi,Jackson,32.298757,-90.18481,1,0,,"02/09/2017: Assailants attempted to set fire to the house of Stanley Wesley, the leader of the Respect Our Black Dollars activist group, in Jackson, Mississippi, United States. There were no reported casualties, but the residence was damaged in the attack. In a note and graffiti left at the scene, the assailants identified themselves as members of the Ku Klux Klan.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,82.0,Labor Union Related,Respect Our Black Dollars,Residence of Leader: Stanley Wesley,217.0,United States,,,,,,,,,,,,,,,,,Ku Klux Klan,,,,,,"In a note left at the scene, assailants identified themselves as members of the Ku Klux Klan and stated, ""You Took my Flag, Pay Back.""",1,,,0,-99,0,1,5.0,Note left at scene,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A house was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""KKK spray painted and fire started at home of Respect Our Black Dollars leader,"" WLBT, March 8, 2017.",,,START Primary Collection,0,0,0,0,
46977,201702220017,2017,2,22,,0,,217,United States,1,North America,Kansas,Olathe,38.853889,-94.781111,1,0,,"02/22/2017: An assailant opened fire on two Indian civilians at a bar in Olathe, Kansas, United States. Srinivas Kuchibhotla was killed and Alok Madasani was injured in the attack. In addition, Ian Grillot, a United States citizen, was shot and injured when he tried to intervene. Adam W. Purinton, a white extremist, claimed responsibility for the incident and stated that he had killed ""two Middle Eastern persons."" Moreover, prior to the attack Purinton screamed ""get out of my country"" at the victims.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Not Applicable,"Indian Civilians: Srinivas Kuchibhotla, Alok Madasani,",92.0,India,,,,,,,,,,,,,,,,,White extremists,,,,,,"An unaffiliated individual, identified as Adam W. Purinton, claimed responsibility for the incident and stated that he had killed ""two Middle Eastern persons."" Moreover, prior to the attack Purinton screamed ""get out of my country"" to the victims.",0,,,1,1,1,1,8.0,Personal claim,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,A handgun was used in the attack.,1.0,0.0,0.0,2.0,1.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""Suspect apparently thought he shot 'Iranian people' in Kansas bar attack that killed Indian man,"" Los Angeles Times, February 27, 2017.","""Indian shot dead by American spewing racial slurs in Kansas,"" Times of India, February 24, 2017.","""Indian man killed, another wounded in suspected Kansas hate crime,"" Agence France-Presse Top News (English), t, February 24, 2017.",START Primary Collection,-9,-9,1,1,
47047,201702240020,2017,2,24,,0,,217,United States,1,North America,Florida,Thonotosassa,28.148307,-82.280547,1,0,The incident occurred at 15830 Morris Bridge Road.,"02/24/2017: Assailants set fire to the Daarus Salaam Mosque in Thonotosassa, Florida, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the incident to anti-Muslim extremists.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,"Islamic Society of New Tampa, Daarus Salaam Mosque",Mosque,217.0,United States,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A mosque was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Fire at Florida mosque ruled arson,"" CNN Wire, February 24, 2017.","""Second Florida Mosque Hit by Arson Attack in 5 Months,"" NBCNews.com, February 25, 2017.","""MOSQUE FIRE DELIBERATELY SET,"" Tampa Bay Times, February 25, 2017.",START Primary Collection,-9,-9,0,-9,
47183,201702280022,2017,2,28,,0,,217,United States,1,North America,U.S. Virgin Islands,Charlotte Amalie,18.340668,-64.926876,1,0,The incident occurred in Saint Thomas district,"02/28/2017: An assailant threw firebombs at the Ron de Lugo Federal Building in Charlotte Amalie, Saint Thomas, United States Virgin Islands. There were no reported casualties. This was one of three coordinated attacks on this date. No group claimed responsibility for the incidents; however, sources identified the assailant as Spencer Wayne Allen, an unaffiliated individual.",1,1,1,1,4.0,Lack of Intentionality,1.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21.0,Government Building/Facility/Office,Government of United States,Ron de Lugo Federal Building,225.0,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,1,1,1,0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,"Palm trees, plant boxes, and a lawn were damaged in this attack.",0,,,,,,,,,,,,,,,,This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted. There is doubt that this incident meets terrorism-related criteria. A judge questioned the assailant's mental capacity to stand trial after he attempted suicide multiple times while in custody and claimed to be a Russian sleeper agent.,"""Federal offices in St. Thomas firebombed; suspect in custody,"" FOXNews.com, February 28, 2017.","""Competency restored, Allen ordered back to territory to stand trial,"" The Virgin Islands Daily News, December 18, 2017.","""Accused arsonist says he is a Russian spy,"" The Virgin Islands Daily News, April 6, 2017.",START Primary Collection,-9,-9,1,1,"201702280022, 201702280023, 201702280024"
47184,201702280023,2017,2,28,,0,,217,United States,1,North America,U.S. Virgin Islands,Charlotte Amalie,18.339965,-64.930059,1,0,The incident occurred in Saint Thomas district,"02/28/2017: An assailant threw firebombs at the United States Coast Guard building in Charlotte Amalie, Saint Thomas, United States Virgin Islands. There were no reported casualties. This was one of three coordinated attacks on this date. No group claimed responsibility for the incidents; however, sources identified the assailant as Spencer Wayne Allen, an unaffiliated individual.",1,1,0,1,4.0,Lack of Intentionality,1.0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,United States Coast Guard (USCG),Building,225.0,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,1,1,1,0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,A United States Coast Guard building was damaged in this attack.,0,,,,,,,,,,,,,,,,This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted. There is doubt that this incident meets terrorism-related criteria. A judge questioned the assailant's mental capacity to stand trial after he attempted suicide multiple times while in custody and claimed to be a Russian sleeper agent.,"""Federal offices in St. Thomas firebombed; suspect in custody,"" FOXNews.com, February 28, 2017.","""Competency restored, Allen ordered back to territory to stand trial,"" The Virgin Islands Daily News, December 18, 2017.","""Accused arsonist says he is a Russian spy,"" The Virgin Islands Daily News, April 6, 2017.",START Primary Collection,-9,-9,1,1,"201702280022, 201702280023, 201702280024"
47185,201702280024,2017,2,28,,0,,217,United States,1,North America,U.S. Virgin Islands,Charlotte Amalie West,18.336551,-64.953661,1,0,The incident occurred in Saint Thomas district,"02/28/2017: An assailant threw firebombs at a United States Armed Forces recruiting office in Charlotte Amalie, Saint Thomas, United States Virgin Islands. There were no reported casualties. This was one of three coordinated attacks on this date. No group claimed responsibility for the incidents; however, sources identified the assailant as Spencer Wayne Allen, an unaffiliated individual.",1,1,1,1,4.0,Lack of Intentionality,1.0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28.0,Military Recruiting Station/Academy,United States Armed Forces,Recruiting Office,225.0,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,1,1,1,0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,A military recruitment building was damaged in this attack.,0,,,,,,,,,,,,,,,,This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted. There is doubt that this incident meets terrorism-related criteria. A judge questioned the assailant's mental capacity to stand trial after he attempted suicide multiple times while in custody and claimed to be a Russian sleeper agent.,"""Federal offices in St. Thomas firebombed; suspect in custody,"" FOXNews.com, February 28, 2017.","""Competency restored, Allen ordered back to territory to stand trial,"" The Virgin Islands Daily News, December 18, 2017.","""Accused arsonist says he is a Russian spy,"" The Virgin Islands Daily News, April 6, 2017.",START Primary Collection,-9,-9,1,1,"201702280022, 201702280023, 201702280024"
47291,201703030012,2017,3,3,,0,,217,United States,1,North America,Washington,Kent,47.403401,-122.174519,1,0,The incident occurred in East Hill neighborhood.,"03/03/2017: An assailant in a mask shouted ""Go back to your country"" and opened fire on a Sikh civilian outside his home in Kent, Washington, United States. The civilian was injured in the incident. No group claimed responsibility for the attack.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,69.0,Religion Identified,Not Applicable,Sikh Civilian: Deep Rai,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that the assailants yelled, ""Go back to your own country"" during the attack.",0,,,0,1,0,0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""U.S. assures India of speedy justice,"" The Hindu, March 6, 2017.","""Sikh shot in Seattle draws international sympathy; Rash of hate-driven incidents has taken place across USA,"" USA Today, March 6, 2017.","""Gov. Inslee Issues Statement on Apparent Hate Crime Shooting in Kent,"" Targeted News Service, March 5, 2017.",START Primary Collection,-9,-9,0,-9,
47516,201703100045,2017,3,10,,0,,217,United States,1,North America,Florida,Port St. Lucie,27.31804,-80.349962,1,0,,"03/10/2017: An assailant set fire to an Indian-owned convenience store in Port St. Lucie, Florida, United States. There were no reported casualties, though the store was damaged in the attack. Richard Lloyd was arrested and confessed to carrying out the attack. Lloyd stated that he believed the store was owned by Muslims and that he wanted to ""run the Arabs out of our country.""",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,7.0,Retail/Grocery/Bakery,Met Mart Food and Beverages,Store,217.0,United States,,,,,,,,,,,,,,,,,Anti-Arab extremists,,,,,,"An unaffiliated individual, identified as Richard Leslie Lloyd, claimed responsibility for the incident and stated that he wanted to ""run the Arabs out of our country.""",0,,,1,1,1,1,8.0,Personal claim,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A dumpster was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Florida Man Tries to Set Convenience Store On Fire to 'Run the Arabs Out of Our Country,' Sheriff Says,"" KTLA 5 News, March 11, 2017.","""Florida man tries to burn store he thought was Muslim-owned, police say,"" WPTV - News Channel 5, March 10, 2017.",,START Primary Collection,-9,-9,0,-9,
47825,201703200041,2017,3,20,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,The incident occurred in Chelsea.,"03/20/2017: An assailant stabbed Timothy Caughman with a sword in Chelsea neighborhood, New York City, United States. Caughman, an African-American civilian, was killed in the attack. James Harris Jackson, a white extremist, claimed responsibility for the incident and stated that he targeted Caughman in order to persuade white women against interracial relationships.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Not Applicable,African American Civilian: Timothy Caughman,217.0,United States,,,,,,,,,,,,,,,,,White extremists,White supremacists,,,,,"James Harris Jackson, a white extremist, claimed responsibility for the incident and stated that he targeted Caughman in order to persuade white women against interracial relationships.",0,,,1,1,1,1,8.0,Personal claim,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,A sword with an 18-inch blade was used in the attack.,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""White Suspect in Black Man's Killing Is Indicted on Terror Charges,"" The New York Times, March 27, 2017.","""White supremacist charged with terrorism after 'killing black man in practice run',"" The Independent, March 28, 2017.","""White Supremacist James Harris Jackson Charged With Terrorism for Killing Black Man in NYC,"" NBCNews.com, March 27, 2017.",START Primary Collection,-9,-9,0,-9,
47895,201703220053,2017,3,22,,0,,217,United States,1,North America,North Dakota,Nome,46.679696,-97.810146,1,0,,"03/22/2017: Assailants set fire to Zion Lutheran Church in Nome, North Dakota, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources noted that the church was recently purchased by a white supremacist, identified as Craig Cobb.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Residence of Civilian: Craig Cobb,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that the church was recently purchased by a white supremacist.",0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A church was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Fire destroys church owned by white supremacist in North Dakota,"" CNN.com, March 23, 2017.","""Church owned by white supremacist set on fire in ND,"" WIS-TV, April 7, 2017.",,START Primary Collection,-9,-9,0,-9,
48327,201704060031,2017,4,6,,0,,217,United States,1,North America,North Carolina,Charlotte,35.203377,-80.74943,1,0,The incident occurred along Albemarle road.,"04/06/2017: An assailant set fire to a Bhutanese-owned business on Albemarle Road in Charlotte, North Carolina, United States. There were no reported casualties in the attack. Curtis Flournoy claimed responsibility in a note left at the scene and stated that he was opposed to businesses owned by refugees and immigrants. The note was signed ""White America.""",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Not Applicable,Business of Bhutanese Refugees,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,"An unaffiliated individual, identified as Curtis Flournoy, claimed responsibility for the incident in a note left at the scene and stated that he was opposed to businesses owned by refugees and immigrants. The note was signed ""White America.""",0,,,1,1,1,1,5.0,Note left at scene,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),2500.0,A restaurant was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""""It feels like they hit me"": Shaken owner opens up about attack on store,"" FOX 46 Carolinas, April 7, 2017.",,,START Primary Collection,-9,-9,0,-9,
48540,201704130023,2017,4,13,,0,,217,United States,1,North America,California,Fresno,36.795142,-119.791034,1,0,,"04/13/2017: An assailant shot and killed Carl Williams, a security guard, at a Motel 6 in Fresno, California, United States. Kori Ali Muhammad, an anti-white extremist, claimed responsibility for the incident and stated that he targeted the victim because Williams had disrespected him. Sources also noted that Muhammad had a history of anti-white and anti-government social media posts.",1,1,1,1,4.0,Lack of Intentionality,0.0,1,0,2,Armed Assault,,,,,1,Business,8.0,Hotel/Resort,Motel 6,Hotel Security Guard: Carl Williams,217.0,United States,,,,,,,,,,,,,,,,,Anti-White extremists,,,,,,"An anti-white extremist, identified as Kori Ali Muhammad, claimed responsibility for the incident and stated that he targeted Carl Williams because he felt disrespected by him.",0,,,1,1,1,1,8.0,Personal claim,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. Sources stated that Muhammad shot Williams after an argument with the motel's security guards.,"""Fresno shooting suspect's mental competency to be evaluated,"" Los Angeles Times, April 21, 2017.","""Hate crime is suspected after a gunman kills 3 white men in downtown Fresno,"" Los Angeles Times, April 19, 2017.","""Fresno Gunman Targeted 'as Many White Males as Possible,' Cops Say,"" NBCNews.com, April 19, 2017.",START Primary Collection,-9,-9,0,-9,
48672,201704180060,2017,4,18,,0,,217,United States,1,North America,California,Fresno,36.747696,-119.798892,1,0,,"04/18/2017: An assailant opened fire on civilians in Fresno, California, United States. The assailant first fired on a Pacific Gas and Electric (PG&E) energy truck, killing Zackary David Randalls. He then fired on another vehicle but stopped after realizing the passengers were Hispanic and instead shot Mark James Gassett. Finally, the assailant fired on David Martin Jackson at a nearby bus stop. Three people were killed in the one-minute shooting spree before the assailant surrendered to police. Kori Ali Muhammad, an anti-white extremist, claimed responsibility for the attack and stated that he targeted the victims because he wanted to kill ""as many white males as possible."" Sources also noted that Muhammad had a history of anti-white and anti-government social media posts.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Not Applicable,"White Male Civilians: Zackary David Randalls, Mark James Gassett, David Martin Jackson",217.0,United States,,,,,,,,,,,,,,,,,Anti-White extremists,,,,,,"An anti-white extremist, identified as Kori Ali Muhammad, claimed responsibility for the incident and stated that he targeted the victims because he wanted to kill ""as many white males as possible,"" who he believed ""were responsible for keeping the black people down.""",0,,,1,1,1,1,8.0,Personal claim,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,3.0,3.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Vehicles were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Hate crime is suspected after a gunman kills 3 white men in downtown Fresno,"" Los Angeles Times, April 19, 2017.","""Fresno Gunman Targeted 'as Many White Males as Possible,' Cops Say,"" NBCNews.com, April 19, 2017.","""Three Dead in Fresno, California Shooting Spree,"" MSNBC Newsweek, April 18, 2017.",START Primary Collection,-9,-9,0,-9,
