,YEAR,MONTH,OP_UNIQUE_CARRIER,DEP_TIME,DEP_DELAY
100546,2014,4,DL,712.0,-3.0
100547,2014,4,DL,1847.0,2.0
100549,2014,4,DL,714.0,-1.0
100550,2014,4,DL,1511.0,-4.0
100551,2014,4,DL,821.0,-4.0
100552,2014,4,DL,1625.0,-5.0
100553,2014,4,DL,1909.0,0.0
100555,2014,4,DL,659.0,-1.0
100557,2014,4,DL,812.0,-3.0
100560,2014,4,DL,1812.0,-3.0
100562,2014,4,DL,830.0,0.0
100563,2014,4,DL,1613.0,-2.0
100564,2014,4,DL,1312.0,-3.0
100565,2014,4,DL,1057.0,-3.0
100566,2014,4,DL,1052.0,-8.0
100567,2014,4,DL,1054.0,-6.0
100568,2014,4,DL,2036.0,6.0
100803,2014,4,DL,2028.0,28.0
100804,2014,4,DL,1832.0,-3.0
100813,2014,4,DL,1604.0,-1.0
100820,2014,4,DL,1955.0,-5.0
100896,2014,4,DL,2117.0,128.0
100913,2014,4,DL,900.0,0.0
100932,2014,4,DL,804.0,-1.0
100952,2014,4,DL,658.0,-2.0
100977,2014,4,DL,1631.0,1.0
100979,2014,4,DL,1545.0,-5.0
100992,2014,4,DL,1831.0,1.0
101009,2014,4,DL,754.0,-6.0
101012,2014,4,DL,1746.0,17.0
101014,2014,4,DL,824.0,-6.0
101045,2014,4,DL,1904.0,14.0
101046,2014,4,DL,1444.0,-9.0
101055,2014,4,DL,1437.0,-3.0
101061,2014,4,DL,1534.0,19.0
101064,2014,4,DL,1904.0,-5.0
101096,2014,4,DL,809.0,-6.0
101113,2014,4,DL,809.0,-1.0
101115,2014,4,DL,1824.0,-6.0
101143,2014,4,DL,843.0,13.0
101165,2014,4,DL,1844.0,0.0
101169,2014,4,DL,1837.0,17.0
101176,2014,4,DL,1605.0,0.0
101408,2014,4,DL,823.0,-7.0
101409,2014,4,DL,1713.0,43.0
101410,2014,4,DL,1054.0,17.0
101412,2014,4,DL,1616.0,1.0
101413,2014,4,DL,1712.0,12.0
101415,2014,4,DL,614.0,-1.0
101416,2014,4,DL,926.0,-4.0
101417,2014,4,DL,1203.0,3.0
101418,2014,4,DL,708.0,8.0
101419,2014,4,DL,2352.0,-7.0
101420,2014,4,DL,1206.0,-4.0
101421,2014,4,DL,17.0,197.0
101422,2014,4,DL,1932.0,2.0
101423,2014,4,DL,958.0,-2.0
101424,2014,4,DL,1255.0,-5.0
101425,2014,4,DL,1759.0,0.0
101426,2014,4,DL,1938.0,23.0
101427,2014,4,DL,1153.0,3.0
101428,2014,4,DL,915.0,0.0
101429,2014,4,DL,1502.0,-3.0
101430,2014,4,DL,715.0,0.0
101431,2014,4,DL,1842.0,-3.0
101433,2014,4,DL,708.0,-7.0
101434,2014,4,DL,1519.0,4.0
101435,2014,4,DL,1820.0,0.0
101436,2014,4,DL,1616.0,-4.0
101437,2014,4,DL,1932.0,23.0
101438,2014,4,DL,812.0,-3.0
101441,2014,4,DL,815.0,0.0
101444,2014,4,DL,1812.0,-3.0
101446,2014,4,DL,826.0,-4.0
101447,2014,4,DL,1614.0,-1.0
101448,2014,4,DL,1315.0,0.0
101449,2014,4,DL,1058.0,-2.0
101450,2014,4,DL,829.0,0.0
101451,2014,4,DL,1112.0,12.0
101452,2014,4,DL,1056.0,-4.0
101453,2014,4,DL,2028.0,-2.0
101454,2014,4,DL,1246.0,-4.0
101899,2014,4,DL,830.0,0.0
101900,2014,4,DL,1032.0,-5.0
101903,2014,4,DL,1609.0,-6.0
101904,2014,4,DL,1701.0,1.0
101906,2014,4,DL,613.0,-2.0
101907,2014,4,DL,952.0,22.0
101908,2014,4,DL,1157.0,-3.0
101909,2014,4,DL,703.0,3.0
101910,2014,4,DL,2356.0,-3.0
101911,2014,4,DL,1210.0,0.0
101912,2014,4,DL,2131.0,31.0
101913,2014,4,DL,1936.0,6.0
101914,2014,4,DL,1033.0,33.0
101915,2014,4,DL,1256.0,-4.0
101916,2014,4,DL,1919.0,4.0
101917,2014,4,DL,807.0,7.0
101918,2014,4,DL,1146.0,-4.0
101919,2014,4,DL,917.0,2.0
101920,2014,4,DL,1505.0,0.0
101921,2014,4,DL,715.0,0.0
101922,2014,4,DL,1846.0,1.0
101924,2014,4,DL,714.0,-1.0
101925,2014,4,DL,1552.0,37.0
101926,2014,4,DL,1820.0,0.0
101927,2014,4,DL,1654.0,34.0
101928,2014,4,DL,1906.0,-3.0
101929,2014,4,DL,1906.0,-3.0
101931,2014,4,DL,700.0,0.0
101933,2014,4,DL,844.0,29.0
101936,2014,4,DL,1823.0,8.0
101938,2014,4,DL,1620.0,5.0
101939,2014,4,DL,1315.0,0.0
101940,2014,4,DL,1052.0,-8.0
101941,2014,4,DL,829.0,0.0
101942,2014,4,DL,1103.0,3.0
101943,2014,4,DL,1059.0,-1.0
101944,2014,4,DL,2115.0,45.0
101945,2014,4,DL,1305.0,15.0
102463,2014,4,DL,2121.0,81.0
102464,2014,4,DL,1839.0,4.0
102474,2014,4,DL,1613.0,8.0
102481,2014,4,DL,2020.0,20.0
102606,2014,4,DL,902.0,2.0
102625,2014,4,DL,804.0,-1.0
102653,2014,4,DL,659.0,-1.0
102681,2014,4,DL,1627.0,-3.0
102683,2014,4,DL,1549.0,-1.0
102702,2014,4,DL,1824.0,-6.0
102725,2014,4,DL,759.0,-1.0
102728,2014,4,DL,1721.0,-8.0
102730,2014,4,DL,829.0,-1.0
102756,2014,4,DL,1629.0,-1.0
102770,2014,4,DL,1457.0,4.0
102782,2014,4,DL,1440.0,0.0
102787,2014,4,DL,845.0,15.0
102790,2014,4,DL,1526.0,11.0
102794,2014,4,DL,1857.0,-3.0
102836,2014,4,DL,816.0,1.0
102858,2014,4,DL,803.0,-7.0
102860,2014,4,DL,1858.0,-2.0
102918,2014,4,DL,1903.0,19.0
102935,2014,4,DL,1601.0,-4.0
102979,2014,4,DL,759.0,-1.0
102982,2014,4,DL,1849.0,29.0
102984,2014,4,DL,825.0,-5.0
103009,2014,4,DL,1852.0,142.0
103023,2014,4,DL,1500.0,7.0
103033,2014,4,DL,1440.0,0.0
103038,2014,4,DL,827.0,-3.0
103041,2014,4,DL,1536.0,21.0
103045,2014,4,DL,1955.0,55.0
103085,2014,4,DL,813.0,-2.0
103107,2014,4,DL,808.0,-2.0
103109,2014,4,DL,1959.0,59.0
103162,2014,4,DL,2051.0,127.0
103177,2014,4,DL,1750.0,105.0
103425,2014,4,DL,830.0,0.0
103426,2014,4,DL,932.0,3.0
103428,2014,4,DL,730.0,0.0
103430,2014,4,DL,1611.0,-4.0
103431,2014,4,DL,1657.0,-3.0
103433,2014,4,DL,620.0,5.0
103434,2014,4,DL,944.0,14.0
103435,2014,4,DL,1159.0,-1.0
103501,2014,4,DL,2004.0,4.0
103513,2014,4,DL,1904.0,-1.0
103565,2014,4,DL,1851.0,16.0
103570,2014,4,DL,807.0,7.0
103575,2014,4,DL,1603.0,-2.0
103615,2014,4,DL,1850.0,6.0
103631,2014,4,DL,827.0,-3.0
103675,2014,4,DL,1436.0,-4.0
103681,2014,4,DL,1515.0,0.0
103723,2014,4,DL,801.0,-4.0
103742,2014,4,DL,856.0,-4.0
103748,2014,4,DL,1452.0,-1.0
103790,2014,4,DL,1953.0,-7.0
106458,2014,4,DL,2133.0,93.0
106459,2014,4,DL,1947.0,72.0
106467,2014,4,DL,1920.0,195.0
106474,2014,4,DL,2027.0,27.0
106593,2014,4,DL,851.0,-9.0
106611,2014,4,DL,805.0,0.0
106636,2014,4,DL,650.0,-10.0
106664,2014,4,DL,1930.0,180.0
106666,2014,4,DL,1640.0,50.0
106684,2014,4,DL,2020.0,110.0
107442,2014,4,DL,820.0,-10.0
107443,2014,4,DL,1032.0,-5.0
107446,2014,4,DL,1614.0,-1.0
107447,2014,4,DL,1659.0,-1.0
107449,2014,4,DL,614.0,-1.0
107450,2014,4,DL,928.0,-2.0
107451,2014,4,DL,1150.0,-10.0
107452,2014,4,DL,706.0,6.0
107453,2014,4,DL,2358.0,-1.0
107454,2014,4,DL,1205.0,-5.0
107455,2014,4,DL,2103.0,3.0
107456,2014,4,DL,2014.0,44.0
107457,2014,4,DL,954.0,-6.0
107458,2014,4,DL,1256.0,-4.0
107459,2014,4,DL,1754.0,-5.0
107460,2014,4,DL,1908.0,-7.0
107461,2014,4,DL,757.0,-3.0
107462,2014,4,DL,1305.0,75.0
107463,2014,4,DL,910.0,-5.0
107464,2014,4,DL,1501.0,-4.0
107465,2014,4,DL,711.0,-4.0
107466,2014,4,DL,1840.0,-5.0
107468,2014,4,DL,712.0,-3.0
107469,2014,4,DL,1515.0,0.0
107470,2014,4,DL,1820.0,0.0
107471,2014,4,DL,1618.0,-2.0
107472,2014,4,DL,1905.0,-4.0
107473,2014,4,DL,1933.0,24.0
107474,2014,4,DL,825.0,-5.0
107476,2014,4,DL,653.0,-7.0
107480,2014,4,DL,1812.0,-3.0
107482,2014,4,DL,826.0,-4.0
107483,2014,4,DL,1617.0,2.0
107484,2014,4,DL,1312.0,-3.0
107485,2014,4,DL,1056.0,-4.0
107486,2014,4,DL,1249.0,259.0
107487,2014,4,DL,1055.0,-5.0
107488,2014,4,DL,1052.0,-8.0
107489,2014,4,DL,2027.0,-3.0
107490,2014,4,DL,1249.0,-1.0
108352,2014,4,B6,825.0,-5.0
108354,2014,4,B6,1352.0,7.0
108360,2014,4,B6,900.0,-10.0
108362,2014,4,B6,1246.0,-4.0
108364,2014,4,B6,1728.0,-2.0
108366,2014,4,B6,2235.0,-10.0
108368,2014,4,B6,747.0,-3.0
108370,2014,4,B6,1209.0,-6.0
108372,2014,4,B6,1551.0,-8.0
108374,2014,4,B6,2052.0,-3.0
108376,2014,4,B6,1031.0,-3.0
108406,2014,4,B6,2314.0,19.0
108452,2014,4,B6,1729.0,-1.0
108473,2014,4,B6,908.0,-6.0
108475,2014,4,B6,1244.0,-6.0
108510,2014,4,B6,726.0,-4.0
108512,2014,4,B6,1535.0,37.0
108514,2014,4,B6,723.0,-7.0
108516,2014,4,B6,1459.0,1.0
108525,2014,4,B6,1309.0,-1.0
108527,2014,4,B6,1854.0,-1.0
108550,2014,4,B6,2008.0,-7.0
108566,2014,4,B6,1225.0,-4.0
108568,2014,4,B6,1643.0,-2.0
108570,2014,4,B6,2231.0,2.0
108572,2014,4,B6,819.0,-6.0
108574,2014,4,B6,1719.0,9.0
108575,2014,4,B6,1413.0,-2.0
108577,2014,4,B6,857.0,-8.0
108579,2014,4,B6,2027.0,-2.0
108588,2014,4,B6,1347.0,-3.0
108650,2014,4,B6,,
108671,2014,4,B6,1222.0,-7.0
108673,2014,4,B6,1637.0,-8.0
108675,2014,4,B6,2221.0,-8.0
108677,2014,4,B6,920.0,-10.0
108679,2014,4,B6,1307.0,-2.0
108681,2014,4,B6,1704.0,-6.0
108683,2014,4,B6,2138.0,-2.0
108685,2014,4,B6,925.0,-5.0
108687,2014,4,B6,1317.0,-1.0
108689,2014,4,B6,2013.0,-2.0
108692,2014,4,B6,1412.0,-3.0
108694,2014,4,B6,2256.0,7.0
108696,2014,4,B6,752.0,-3.0
108698,2014,4,B6,1218.0,13.0
108700,2014,4,B6,1605.0,6.0
108702,2014,4,B6,2222.0,-7.0
108704,2014,4,B6,830.0,0.0
108706,2014,4,B6,1343.0,-2.0
108708,2014,4,B6,1739.0,3.0
108710,2014,4,B6,610.0,-2.0
108712,2014,4,B6,1423.0,-6.0
108714,2014,4,B6,2242.0,-5.0
108716,2014,4,B6,925.0,-5.0
108718,2014,4,B6,1329.0,19.0
108720,2014,4,B6,1854.0,-1.0
108764,2014,4,B6,2044.0,15.0
108781,2014,4,B6,1219.0,-10.0
108783,2014,4,B6,1645.0,0.0
108785,2014,4,B6,2233.0,4.0
108787,2014,4,B6,825.0,-5.0
108789,2014,4,B6,1336.0,-9.0
108791,2014,4,B6,1733.0,-3.0
108793,2014,4,B6,2241.0,-8.0
108795,2014,4,B6,749.0,-6.0
108797,2014,4,B6,1201.0,-4.0
108799,2014,4,B6,1551.0,-8.0
108801,2014,4,B6,2333.0,64.0
108803,2014,4,B6,1033.0,-1.0
108837,2014,4,B6,923.0,-7.0
108839,2014,4,B6,1303.0,-6.0
108841,2014,4,B6,1705.0,-5.0
108843,2014,4,B6,2220.0,40.0
108863,2014,4,B6,908.0,-6.0
108865,2014,4,B6,1247.0,-3.0
108867,2014,4,B6,1848.0,78.0
108940,2014,4,B6,,
108941,2014,4,B6,,
108943,2014,4,B6,,
108944,2014,4,B6,,
108945,2014,4,B6,,
108957,2014,4,B6,827.0,-3.0
108959,2014,4,B6,1329.0,-6.0
108961,2014,4,B6,1727.0,-3.0
108990,2014,4,B6,1425.0,-4.0
108992,2014,4,B6,1840.0,-5.0
108994,2014,4,B6,2253.0,-4.0
108996,2014,4,B6,911.0,-3.0
108998,2014,4,B6,1244.0,-6.0
109000,2014,4,B6,1732.0,2.0
109026,2014,4,B6,928.0,-2.0
109027,2014,4,B6,2222.0,292.0
109041,2014,4,B6,1708.0,-2.0
109043,2014,4,B6,2137.0,-3.0
109069,2014,4,B6,1411.0,-4.0
109071,2014,4,B6,1419.0,-10.0
109073,2014,4,B6,2221.0,-8.0
109075,2014,4,B6,816.0,-9.0
109077,2014,4,B6,1718.0,8.0
109079,2014,4,B6,819.0,-6.0
109081,2014,4,B6,2108.0,13.0
109087,2014,4,B6,2046.0,-9.0
109089,2014,4,B6,1030.0,-4.0
109097,2014,4,B6,1729.0,-1.0
109099,2014,4,B6,2217.0,-12.0
109101,2014,4,B6,823.0,-2.0
109103,2014,4,B6,1729.0,19.0
109105,2014,4,B6,2303.0,16.0
109107,2014,4,B6,758.0,3.0
109109,2014,4,B6,1249.0,-1.0
109129,2014,4,B6,1226.0,-3.0
109131,2014,4,B6,1643.0,-2.0
109133,2014,4,B6,2224.0,-5.0
109135,2014,4,B6,931.0,-4.0
109137,2014,4,B6,1332.0,14.0
109139,2014,4,B6,2125.0,70.0
109178,2014,4,B6,1924.0,-6.0
109202,2014,4,B6,1351.0,-8.0
109216,2014,4,B6,1222.0,-7.0
109218,2014,4,B6,1640.0,-5.0
109220,2014,4,B6,2227.0,-2.0
109222,2014,4,B6,928.0,-2.0
109224,2014,4,B6,1311.0,1.0
109226,2014,4,B6,2012.0,-3.0
109251,2014,4,B6,2256.0,7.0
109253,2014,4,B6,749.0,-6.0
109255,2014,4,B6,1208.0,3.0
109257,2014,4,B6,1556.0,-3.0
109259,2014,4,B6,2050.0,-5.0
109261,2014,4,B6,1027.0,-7.0
109291,2014,4,B6,1504.0,35.0
109293,2014,4,B6,1857.0,12.0
109295,2014,4,B6,922.0,-13.0
109297,2014,4,B6,1312.0,-6.0
109299,2014,4,B6,2034.0,19.0
109328,2014,4,B6,1431.0,2.0
109330,2014,4,B6,1841.0,-4.0
109332,2014,4,B6,2259.0,2.0
109350,2014,4,B6,924.0,-6.0
109352,2014,4,B6,1312.0,3.0
109354,2014,4,B6,1749.0,39.0
109364,2014,4,B6,,
109389,2014,4,B6,2015.0,-5.0
109394,2014,4,B6,906.0,-8.0
109396,2014,4,B6,1248.0,-2.0
109398,2014,4,B6,1707.0,-3.0
109400,2014,4,B6,2310.0,13.0
109434,2014,4,B6,2316.0,29.0
109436,2014,4,B6,808.0,14.0
109437,2014,4,B6,2022.0,353.0
109439,2014,4,B6,24.0,87.0
109463,2014,4,B6,914.0,0.0
109465,2014,4,B6,1306.0,16.0
109467,2014,4,B6,1728.0,-2.0
109490,2014,4,B6,,
109496,2014,4,B6,1411.0,-4.0
109498,2014,4,B6,628.0,-2.0
109501,2014,4,B6,1629.0,120.0
109503,2014,4,B6,2024.0,-5.0
109520,2014,4,B6,926.0,-4.0
109522,2014,4,B6,1331.0,22.0
109524,2014,4,B6,1738.0,28.0
109996,2014,4,B6,938.0,-7.0
110001,2014,4,B6,1554.0,-5.0
110003,2014,4,B6,603.0,-9.0
110007,2014,4,B6,2108.0,-9.0
110009,2014,4,B6,900.0,0.0
110040,2014,4,B6,610.0,-5.0
110042,2014,4,B6,2355.0,-4.0
110044,2014,4,B6,945.0,-5.0
110049,2014,4,B6,2011.0,-4.0
110051,2014,4,B6,930.0,-5.0
110053,2014,4,B6,1355.0,0.0
110055,2014,4,B6,1944.0,49.0
110068,2014,4,B6,1833.0,-2.0
110070,2014,4,B6,835.0,-3.0
110072,2014,4,B6,1521.0,26.0
110074,2014,4,B6,1728.0,-3.0
110076,2014,4,B6,933.0,-7.0
110079,2014,4,B6,2027.0,57.0
110081,2014,4,B6,2020.0,-5.0
110083,2014,4,B6,1747.0,16.0
110085,2014,4,B6,711.0,-4.0
110087,2014,4,B6,656.0,-1.0
110089,2014,4,B6,1633.0,4.0
110091,2014,4,B6,1627.0,-8.0
110093,2014,4,B6,853.0,-7.0
110123,2014,4,B6,1910.0,11.0
110125,2014,4,B6,2055.0,105.0
110127,2014,4,B6,1145.0,-6.0
110129,2014,4,B6,828.0,-2.0
110131,2014,4,B6,2155.0,0.0
110133,2014,4,B6,1032.0,-3.0
110149,2014,4,B6,1035.0,0.0
110168,2014,4,B6,2053.0,-4.0
110170,2014,4,B6,712.0,15.0
110172,2014,4,B6,1656.0,26.0
110174,2014,4,B6,733.0,-7.0
110176,2014,4,B6,1158.0,7.0
110179,2014,4,B6,1156.0,5.0
110181,2014,4,B6,1857.0,-2.0
110183,2014,4,B6,738.0,-5.0
110185,2014,4,B6,1508.0,18.0
110187,2014,4,B6,1025.0,-4.0
110209,2014,4,B6,1209.0,-6.0
110213,2014,4,B6,951.0,6.0
110237,2014,4,B6,1630.0,-5.0
110240,2014,4,B6,1148.0,-3.0
110242,2014,4,B6,2014.0,-1.0
110244,2014,4,B6,2008.0,3.0
110284,2014,4,B6,1627.0,-3.0
110286,2014,4,B6,611.0,-4.0
110288,2014,4,B6,1350.0,-5.0
110290,2014,4,B6,1939.0,40.0
110292,2014,4,B6,2109.0,10.0
110294,2014,4,B6,1546.0,-1.0
110296,2014,4,B6,1736.0,1.0
110298,2014,4,B6,2121.0,22.0
110300,2014,4,B6,1541.0,-6.0
110302,2014,4,B6,1634.0,-1.0
110304,2014,4,B6,726.0,-4.0
110306,2014,4,B6,1536.0,5.0
110308,2014,4,B6,1630.0,31.0
110310,2014,4,B6,17.0,18.0
110312,2014,4,B6,959.0,0.0
110314,2014,4,B6,733.0,-6.0
110316,2014,4,B6,1512.0,22.0
110318,2014,4,B6,2340.0,131.0
110340,2014,4,B6,829.0,-1.0
110342,2014,4,B6,821.0,-1.0
110363,2014,4,B6,856.0,-6.0
110371,2014,4,B6,2101.0,2.0
110373,2014,4,B6,1540.0,-7.0
110375,2014,4,B6,2351.0,-8.0
110377,2014,4,B6,2042.0,17.0
110379,2014,4,B6,708.0,-7.0
110381,2014,4,B6,1250.0,-9.0
110383,2014,4,B6,2049.0,29.0
110385,2014,4,B6,1035.0,0.0
110406,2014,4,B6,1831.0,-4.0
110408,2014,4,B6,839.0,1.0
110410,2014,4,B6,49.0,594.0
110412,2014,4,B6,1515.0,22.0
110414,2014,4,B6,1903.0,-7.0
110416,2014,4,B6,2014.0,-6.0
110418,2014,4,B6,1543.0,-4.0
110420,2014,4,B6,608.0,-4.0
110422,2014,4,B6,1316.0,-3.0
110435,2014,4,B6,1259.0,0.0
110437,2014,4,B6,2112.0,13.0
110439,2014,4,B6,1546.0,-1.0
110440,2014,4,B6,2138.0,73.0
110442,2014,4,B6,2008.0,38.0
110457,2014,4,B6,819.0,-3.0
110459,2014,4,B6,2055.0,-4.0
110461,2014,4,B6,1547.0,0.0
110467,2014,4,B6,1029.0,-6.0
110471,2014,4,B6,1304.0,-6.0
110473,2014,4,B6,1910.0,11.0
110475,2014,4,B6,802.0,0.0
110477,2014,4,B6,1534.0,41.0
110479,2014,4,B6,2359.0,0.0
110481,2014,4,B6,957.0,-2.0
110483,2014,4,B6,828.0,-2.0
110495,2014,4,B6,2133.0,-2.0
110506,2014,4,B6,1914.0,4.0
110508,2014,4,B6,820.0,18.0
110509,2014,4,B6,2034.0,95.0
110511,2014,4,B6,2246.0,-9.0
110524,2014,4,B6,1729.0,-6.0
110526,2014,4,B6,1430.0,1.0
110528,2014,4,B6,856.0,-6.0
110548,2014,4,B6,2354.0,-5.0
110550,2014,4,B6,1003.0,4.0
110556,2014,4,B6,858.0,-4.0
110564,2014,4,B6,1815.0,45.0
110574,2014,4,B6,1724.0,-6.0
110578,2014,4,B6,857.0,-5.0
110586,2014,4,B6,1725.0,-5.0
110590,2014,4,B6,900.0,-2.0
110598,2014,4,B6,1728.0,-2.0
110604,2014,4,B6,857.0,-5.0
110612,2014,4,B6,1723.0,-7.0
110618,2014,4,B6,655.0,-4.0
110620,2014,4,B6,2043.0,-2.0
110624,2014,4,B6,654.0,-5.0
110626,2014,4,B6,2251.0,126.0
110628,2014,4,B6,1748.0,18.0
110632,2014,4,B6,905.0,3.0
110637,2014,4,B6,1933.0,123.0
110642,2014,4,B6,855.0,-7.0
110650,2014,4,B6,1725.0,-5.0
110656,2014,4,B6,900.0,-2.0
110664,2014,4,B6,1733.0,3.0
110670,2014,4,B6,653.0,-6.0
110672,2014,4,B6,2043.0,-2.0
110674,2014,4,B6,1727.0,-3.0
110678,2014,4,B6,656.0,-3.0
110680,2014,4,B6,2040.0,-5.0
110684,2014,4,B6,900.0,-2.0
110692,2014,4,B6,1728.0,-2.0
110698,2014,4,B6,658.0,-1.0
110700,2014,4,B6,2044.0,-1.0
110702,2014,4,B6,1727.0,-3.0
110708,2014,4,B6,652.0,-7.0
110710,2014,4,B6,2121.0,36.0
110714,2014,4,B6,655.0,-4.0
110716,2014,4,B6,2140.0,55.0
110717,2014,4,B6,819.0,4.0
110719,2014,4,B6,1855.0,0.0
110725,2014,4,B6,653.0,-6.0
110727,2014,4,B6,2136.0,54.0
110731,2014,4,B6,715.0,16.0
110733,2014,4,B6,2044.0,-1.0
110741,2014,4,B6,658.0,-1.0
110743,2014,4,B6,2044.0,-1.0
110759,2014,4,B6,1724.0,-6.0
110763,2014,4,B6,54.0,55.0
110765,2014,4,B6,2101.0,16.0
110767,2014,4,B6,1726.0,-4.0
110771,2014,4,B6,1908.0,-2.0
110773,2014,4,B6,854.0,-8.0
110785,2014,4,B6,909.0,7.0
110793,2014,4,B6,1729.0,-1.0
110796,2014,4,B6,900.0,-2.0
110807,2014,4,B6,649.0,-10.0
110809,2014,4,B6,855.0,-7.0
110823,2014,4,B6,1903.0,-7.0
110825,2014,4,B6,1007.0,-1.0
110827,2014,4,B6,1737.0,7.0
110831,2014,4,B6,902.0,2.0
110841,2014,4,B6,652.0,-7.0
110843,2014,4,B6,2231.0,62.0
110849,2014,4,B6,1026.0,-4.0
110853,2014,4,B6,1743.0,13.0
110857,2014,4,B6,858.0,-4.0
110871,2014,4,B6,659.0,0.0
110873,2014,4,B6,2036.0,-6.0
110874,2014,4,B6,828.0,-2.0
110876,2014,4,B6,654.0,-5.0
110878,2014,4,B6,2041.0,-4.0
110882,2014,4,B6,2043.0,-2.0
110884,2014,4,B6,1726.0,-4.0
110888,2014,4,B6,907.0,5.0
110902,2014,4,B6,653.0,-6.0
110904,2014,4,B6,2043.0,-2.0
110906,2014,4,B6,1727.0,-3.0
110910,2014,4,B6,857.0,-5.0
110924,2014,4,B6,659.0,0.0
110926,2014,4,B6,2056.0,-3.0
110930,2014,4,B6,1539.0,-8.0
110932,2014,4,B6,656.0,-2.0
110937,2014,4,B6,1735.0,5.0
110949,2014,4,B6,2358.0,-1.0
110951,2014,4,B6,1003.0,-5.0
110953,2014,4,B6,2042.0,-3.0
110955,2014,4,B6,1726.0,-4.0
110959,2014,4,B6,900.0,-2.0
110967,2014,4,B6,1728.0,-2.0
110971,2014,4,B6,858.0,-4.0
110979,2014,4,B6,656.0,-3.0
110981,2014,4,B6,2040.0,-5.0
110989,2014,4,B6,658.0,-1.0
110991,2014,4,B6,2041.0,-4.0
110993,2014,4,B6,1730.0,0.0
110997,2014,4,B6,2043.0,-2.0
111001,2014,4,B6,659.0,0.0
111003,2014,4,B6,650.0,-9.0
111005,2014,4,B6,2041.0,-4.0
111013,2014,4,B6,1725.0,-5.0
111017,2014,4,B6,900.0,-2.0
111031,2014,4,B6,653.0,-6.0
111033,2014,4,B6,2043.0,-2.0
111039,2014,4,B6,858.0,-4.0
111049,2014,4,B6,859.0,-3.0
111057,2014,4,B6,1732.0,2.0
111061,2014,4,B6,857.0,-5.0
111185,2014,4,DL,1032.0,-4.0
111188,2014,4,DL,1613.0,-2.0
111189,2014,4,DL,1659.0,-1.0
111191,2014,4,DL,612.0,-3.0
111192,2014,4,DL,928.0,-2.0
111193,2014,4,DL,1158.0,-2.0
111194,2014,4,DL,2022.0,-8.0
111195,2014,4,DL,2354.0,-5.0
111196,2014,4,DL,1926.0,-4.0
111197,2014,4,DL,956.0,-4.0
111198,2014,4,DL,1907.0,-8.0
111199,2014,4,DL,1144.0,-6.0
111200,2014,4,DL,1459.0,-6.0
111201,2014,4,DL,712.0,-3.0
111202,2014,4,DL,1844.0,-1.0
111204,2014,4,DL,713.0,-2.0
111205,2014,4,DL,1514.0,-1.0
111206,2014,4,DL,814.0,-11.0
111207,2014,4,DL,1623.0,-7.0
111208,2014,4,DL,1904.0,-5.0
111210,2014,4,DL,657.0,-3.0
111212,2014,4,DL,815.0,0.0
111215,2014,4,DL,1806.0,-9.0
111217,2014,4,DL,827.0,-3.0
111218,2014,4,DL,1608.0,-7.0
111219,2014,4,DL,1400.0,45.0
111220,2014,4,DL,1100.0,0.0
111221,2014,4,DL,1127.0,27.0
111222,2014,4,DL,1055.0,-5.0
111223,2014,4,DL,2029.0,-1.0
111637,2014,4,DL,1957.0,-3.0
111638,2014,4,DL,1834.0,-1.0
111647,2014,4,DL,1602.0,-3.0
111654,2014,4,DL,1956.0,-4.0
111745,2014,4,DL,1900.0,0.0
111762,2014,4,DL,922.0,22.0
111780,2014,4,DL,759.0,-6.0
111805,2014,4,DL,656.0,-4.0
111831,2014,4,DL,1628.0,-2.0
111833,2014,4,DL,1608.0,18.0
111850,2014,4,DL,1823.0,-7.0
111871,2014,4,DL,756.0,-4.0
111874,2014,4,DL,1723.0,-6.0
111876,2014,4,DL,830.0,0.0
111899,2014,4,DL,1621.0,-9.0
111911,2014,4,DL,1517.0,24.0
111922,2014,4,DL,1438.0,-2.0
111927,2014,4,DL,826.0,-4.0
111930,2014,4,DL,1512.0,-3.0
111932,2014,4,DL,1857.0,-3.0
111969,2014,4,DL,816.0,1.0
111989,2014,4,DL,813.0,3.0
112044,2014,4,DL,1847.0,3.0
112058,2014,4,DL,1559.0,-6.0
113813,2014,4,DL,1950.0,-10.0
113814,2014,4,DL,1829.0,-6.0
113820,2014,4,DL,1614.0,9.0
113827,2014,4,DL,2111.0,71.0
113929,2014,4,DL,855.0,-5.0
113949,2014,4,DL,758.0,-7.0
113970,2014,4,DL,659.0,-1.0
113989,2014,4,DL,1624.0,-6.0
113992,2014,4,DL,1547.0,-3.0
114007,2014,4,DL,1830.0,0.0
114024,2014,4,DL,753.0,-7.0
114027,2014,4,DL,1729.0,0.0
114029,2014,4,DL,823.0,-7.0
114038,2014,4,DL,1903.0,-2.0
114061,2014,4,DL,1453.0,-2.0
114071,2014,4,DL,1434.0,-6.0
114078,2014,4,DL,1548.0,33.0
114082,2014,4,DL,1905.0,-4.0
114133,2014,4,DL,803.0,-7.0
114135,2014,4,DL,1853.0,-7.0
114145,2014,4,DL,753.0,-7.0
114158,2014,4,DL,824.0,-6.0
114179,2014,4,DL,1847.0,3.0
114188,2014,4,DL,1558.0,-7.0
114414,2014,4,DL,828.0,-2.0
114415,2014,4,DL,1248.0,131.0
114418,2014,4,DL,1614.0,-1.0
114419,2014,4,DL,1659.0,-1.0
